title,title_url,ref,summary
"AN 1:21 Ekadhamma Suttas (AN 1:21–30, 39–40) | A Single Thing",https://www.dhammatalks.org/suttas/AN/AN1_21.html,AN 1:21,"AN 1:21 Ekadhamma Suttas (AN 1:21–30, 39–40) | A Single Thing — Short statements on the importance of training one thing: the mind."
AN 4:50 Upakkilesa Sutta | Obscurations,https://www.dhammatalks.org/suttas/AN/AN4_50.html,AN 4:50,AN 4:50 Upakkilesa Sutta | Obscurations — Four types of unskillful behavior that cause a contemplative not to shine.
AN 4:55 Samajivina Sutta | Living in Tune,https://www.dhammatalks.org/suttas/AN/AN4_55.html,AN 4:55,AN 4:55 Samajivina Sutta | Living in Tune — How to behave if you want to live together with your spouse even after death.
AN 4:62 Anaṇa Sutta | Debtlessness,https://www.dhammatalks.org/suttas/AN/AN4_62.html,AN 4:62,"AN 4:62 Anaṇa Sutta | Debtlessness — The bliss of blamelessness is worth far more than the bliss of having, partaking, and being debtless."
AN 4:67 Ahinā Sutta | By a Snake,https://www.dhammatalks.org/suttas/AN/AN4_67.html,AN 4:67,"AN 4:67 Ahinā Sutta | By a Snake — A charm, whose power is based on goodwill, for protection from snakes and other creeping things."
AN 4:73 Sappurisa Sutta | A Person of Integrity,https://www.dhammatalks.org/suttas/AN/AN4_73.html,AN 4:73,"AN 4:73 Sappurisa Sutta | A Person of Integrity — One can be recognized as a person of integrity based on how one discusses one’s own faults and good qualities, and the faults and good qualities of others."
AN 4:77 Acintita Sutta | Inconceivable,https://www.dhammatalks.org/suttas/AN/AN4_77.html,AN 4:77,AN 4:77 Acintita Sutta | Inconceivable — Four inconceivables that would bring madness to anyone who tried to conjecture about them.
AN 4:79 Vaṇijja Sutta | Trade,https://www.dhammatalks.org/suttas/AN/AN4_79.html,AN 4:79,"AN 4:79 Vaṇijja Sutta | Trade — Reasons why some people succeed in business and others, engaged in the same business, don’t."
AN 4:85 Tama Sutta | Darkness,https://www.dhammatalks.org/suttas/AN/AN4_85.html,AN 4:85,"AN 4:85 Tama Sutta | Darkness — Four types of individuals: one born in darkness and headed for darkness, one born in darkness and headed for light, one born in light and headed for darkness, and one born in light and headed for light"
AN 4:87 Putta Sutta | The Son,https://www.dhammatalks.org/suttas/AN/AN4_87.html,AN 4:87,AN 4:87 Putta Sutta | The Son — Four levels of genuine contemplatives.
AN 4:88 Saññojana Sutta | Fetters,https://www.dhammatalks.org/suttas/AN/AN4_88.html,AN 4:88,AN 4:88 Saññojana Sutta | Fetters — A second way of defining four levels of genuine contemplatives.
AN 4:89 Diṭṭhi Sutta | View,https://www.dhammatalks.org/suttas/AN/AN4_89.html,AN 4:89,AN 4:89 Diṭṭhi Sutta | View — A third way of defining four levels of genuine contemplatives.
AN 4:90 Khandha Sutta | Aggregates,https://www.dhammatalks.org/suttas/AN/AN4_90.html,AN 4:90,AN 4:90 Khandha Sutta | Aggregates — A fourth way of defining four levels of genuine contemplatives.
AN 4:94 Samādhi Sutta | Concentration (Tranquility & Insight),https://www.dhammatalks.org/suttas/AN/AN4_94.html,AN 4:94,"AN 4:94 Samādhi Sutta | Concentration (Tranquility & Insight) — Four types of individuals—one with tranquility but no insight, one with insight but no tranquility, one with neither, and one with both—and how they should practice."
AN 4:95 Chalāvāta Sutta | The Firebrand,https://www.dhammatalks.org/suttas/AN/AN4_95.html,AN 4:95,AN 4:95 Chalāvāta Sutta | The Firebrand — The Buddha ranks four types of individuals: one who practices for his/her own benefit and the benefit of others; one who practices for his/her own benefit but not for the benefit others; one who practices for the benefit of others but not for his/her own; and one who practices neither for his/her own benefit nor for the benefit of others.
AN 4:96 Rāga-vinaya Sutta | The Subduing of Passion,https://www.dhammatalks.org/suttas/AN/AN4_96.html,AN 4:96,AN 4:96 Rāga-vinaya Sutta | The Subduing of Passion — A definition of what it means—in light of the teachings of kamma—to practice for one’s own benefit and for the benefit of others.
AN 4:99 Sikkhā Sutta | Trainings,https://www.dhammatalks.org/suttas/AN/AN4_99.html,AN 4:99,AN 4:99 Sikkhā Sutta | Trainings — Another definition of what it means—in light of the teachings of kamma—to practice for one’s own benefit and for the benefit of others.
AN 4:100 Potaliya Sutta | To Potaliya,https://www.dhammatalks.org/suttas/AN/AN4_100.html,AN 4:100,"AN 4:100 Potaliya Sutta | To Potaliya — Which is more excellent: Staying equanimous and silent, or knowing when to speak criticism and praise?"
AN 4:102 Valāhaka Sutta | Thunderheads,https://www.dhammatalks.org/suttas/AN/AN4_102.html,AN 4:102,"AN 4:102 Valāhaka Sutta | Thunderheads — Four types of individuals: one who thunders but doesn’t rain, one who rains but doesn’t thunder, one who neither thunders nor rains, and one who both thunders and rains."
AN 4:111 Kesi Sutta | To Kesin the Horsetrainer,https://www.dhammatalks.org/suttas/AN/AN4_111.html,AN 4:111,AN 4:111 Kesi Sutta | To Kesin the Horsetrainer — The Buddha compares the way he trains monks to the way a horse-trainer trains horses. A corrective to the common misperception that the Buddha’s teaching style was always mild.
AN 4:113 Patoda Sutta | The Goad-stick,https://www.dhammatalks.org/suttas/AN/AN4_113.html,AN 4:113,"AN 4:113 Patoda Sutta | The Goad-stick — Four types of students compared to four types of thoroughbred horses, based on how closely they have to be touched by suffering before being stirred to practice."
AN 4:115 Ṭhāna Sutta | Courses of Action,https://www.dhammatalks.org/suttas/AN/AN4_115.html,AN 4:115,"AN 4:115 Ṭhāna Sutta | Courses of Action — Four courses of action, two of which—what is unpleasant to do but leads to what is profitable, and what is pleasant to do but leads to what is unprofitable—are tests of one’s discernment."
AN 4:116 Appamāda Sutta | Heedfulness,https://www.dhammatalks.org/suttas/AN/AN4_116.html,AN 4:116,AN 4:116 Appamāda Sutta | Heedfulness — How to avoid fear of where you will be reborn.
AN 4:117 Ārakkha Sutta | Guarding,https://www.dhammatalks.org/suttas/AN/AN4_117.html,AN 4:117,AN 4:117 Ārakkha Sutta | Guarding — Guarding your mind brings freedom from fear.
AN 4:123 Jhāna Sutta | Mental Absorption (1),https://www.dhammatalks.org/suttas/AN/AN4_123.html,AN 4:123,"AN 4:123 Jhāna Sutta | Mental Absorption (1) — The levels of rebirth to which mastery of each of the four jhānas can lead, along with the subsequent course of one who is an educated disciple of the noble ones contrasted with the subsequent course of one who is not."
AN 4:124 Jhāna Sutta | Mental Absorption (2),https://www.dhammatalks.org/suttas/AN/AN4_124.html,AN 4:124,"AN 4:124 Jhāna Sutta | Mental Absorption (2) — How mastery of any of the four jhānas, together with an analysis of those jhānas in terms of insight, can lead to rebirth in the Pure Abodes."
AN 4:125 Mettā Sutta | Goodwill (1),https://www.dhammatalks.org/suttas/AN/AN4_125.html,AN 4:125,"AN 4:125 Mettā Sutta | Goodwill (1) — The levels of rebirth to which mastery of each of the four brahmavihāras can lead, along with the subsequent course of one who is an educated disciple of the noble ones contrasted with the subsequent course of one who is not."
AN 4:126 Mettā Sutta | Goodwill (2),https://www.dhammatalks.org/suttas/AN/AN4_126.html,AN 4:126,"AN 4:126 Mettā Sutta | Goodwill (2) — How mastery of any of the four brahmavihāras, together with an analysis of those brahmavihāras in terms of insight, can lead to rebirth in the Pure Abodes."
AN 4:128 Abbhūta Sutta | Astounding,https://www.dhammatalks.org/suttas/AN/AN4_128.html,AN 4:128,"AN 4:128 Abbhūta Sutta | Astounding — When the Buddha appears, people want to listen to the Dhamma that goes against their usual inclinations."
AN 4:131 Saṁyojana Sutta | Fetters,https://www.dhammatalks.org/suttas/AN/AN4_131.html,AN 4:131,"AN 4:131 Saṁyojana Sutta | Fetters — Once-returners, two types of non-returners, and arahants, analyzed in terms of the fetters they have and haven’t abandoned."
AN 4:138 Nikkaṭṭha Sutta | Withdrawn,https://www.dhammatalks.org/suttas/AN/AN4_138.html,AN 4:138,AN 4:138 Nikkaṭṭha Sutta | Withdrawn — Living in the seclusion of the wilderness isn’t necessarily a sign that your mind is secluded.
AN 4:144 Obhāsa Sutta | Brightness,https://www.dhammatalks.org/suttas/AN/AN4_144.html,AN 4:144,"AN 4:144 Obhāsa Sutta | Brightness — The brightness of discernment outshines the brightness of the sun, the moon, and fire."
AN 4:156 Kappa Sutta | An Eon,https://www.dhammatalks.org/suttas/AN/AN4_156.html,AN 4:156,"AN 4:156 Kappa Sutta | An Eon — What are the parts of an eon, and how long are they?"
AN 4:158 Parihāni Sutta | Decline,https://www.dhammatalks.org/suttas/AN/AN4_158.html,AN 4:158,AN 4:158 Parihāni Sutta | Decline — How to recognize whether you are declining in the practice.
AN 4:159 Bhikkhunī Sutta | The Nun,https://www.dhammatalks.org/suttas/AN/AN4_159.html,AN 4:159,"AN 4:159 Bhikkhunī Sutta | The Nun — Ven. Ānanda teaches a nun that although food can be used to lead to the abandoning of food, craving to lead to the abandoning of craving, and conceit to lead to the abandoning of conceit, the same principle doesn’t apply to sexual intercourse."
AN 4:160 Sugata Sutta | The One Well-gone,https://www.dhammatalks.org/suttas/AN/AN4_160.html,AN 4:160,AN 4:160 Sugata Sutta | The One Well-gone — What causes the True Dhamma to disappear? What causes it to remain?
AN 4:162 Vitthāra Sutta | (Modes of Practice) in Detail,https://www.dhammatalks.org/suttas/AN/AN4_162.html,AN 4:162,"AN 4:162 Vitthāra Sutta | (Modes of Practice) in Detail — Four modes of practice—painful with slow intuition, painful with quick intuition, pleasant with slow intuition, and pleasant with quick intuition—defined."
AN 4:163 Asubha Sutta | Unattractiveness,https://www.dhammatalks.org/suttas/AN/AN4_163.html,AN 4:163,AN 4:163 Asubha Sutta | Unattractiveness — Alternative definitions for the modes of practice defined in the preceding sutta.
AN 4:164 Khama Sutta | Tolerant (1),https://www.dhammatalks.org/suttas/AN/AN4_164.html,AN 4:164,"AN 4:164 Khama Sutta | Tolerant (1) — Four modes of practice: intolerant, tolerant, self-controlled, and even."
AN 4:165 Khama Sutta | Tolerant (2),https://www.dhammatalks.org/suttas/AN/AN4_165.html,AN 4:165,"AN 4:165 Khama Sutta | Tolerant (2) — The same four modes of practice listed in the preceding sutta, but with alternative definitions for intolerant and tolerant practice."
AN 4:170 Yuganaddha Sutta | In Tandem,https://www.dhammatalks.org/suttas/AN/AN4_170.html,AN 4:170,"AN 4:170 Yuganaddha Sutta | In Tandem — Four paths of practice to arahantship: insight preceded by tranquility, tranquility preceded by insight, tranquility and insight developed in tandem, and concentration attained after restlessness concerning the Dhamma has been brought under control."
AN 4:173 Koṭṭhita Sutta | To Koṭṭhita,https://www.dhammatalks.org/suttas/AN/AN4_173.html,AN 4:173,"AN 4:173 Koṭṭhita Sutta | To Koṭṭhita — Ven. Mahā Koṭṭhita asks Ven. Sāriputta: “With the remainderless fading & cessation of the six contact-media, is it the case that there is anything else? …nothing else? …both? …neither?” Ven. Sāriputta, explains why none of these alternatives is the case."
AN 4:178 Jambālī Sutta | The Waste-water Pool,https://www.dhammatalks.org/suttas/AN/AN4_178.html,AN 4:178,"AN 4:178 Jambālī Sutta | The Waste-water Pool — The jhānas and brahmavihāras, on their own, do not automatically lead to the cessation of self-identification or ignorance."
AN 4:179 Nibbāna Sutta | Unbinding,https://www.dhammatalks.org/suttas/AN/AN4_179.html,AN 4:179,"AN 4:179 Nibbāna Sutta | Unbinding — It’s because they do or don’t discern the consequences of four types of perceptions that some beings attain unbinding in the present life, and some don’t."
AN 4:181 Yodhājīva Sutta | The Professional Warrior,https://www.dhammatalks.org/suttas/AN/AN4_181.html,AN 4:181,AN 4:181 Yodhājīva Sutta | The Professional Warrior — Four qualities of an excellent monk that parallel four qualities of an expert archer.
AN 4:182 Pāṭibhoga Sutta | Guarantor,https://www.dhammatalks.org/suttas/AN/AN4_182.html,AN 4:182,AN 4:182 Pāṭibhoga Sutta | Guarantor — Four things for which you can find no guarantor.
AN 4:183 Suta Sutta | On What is Heard,https://www.dhammatalks.org/suttas/AN/AN4_183.html,AN 4:183,"AN 4:183 Suta Sutta | On What is Heard — Four types of things that should not be spoken about, even if one knows or believes them to be true."
AN 4:184 Abhaya Sutta | Fearless,https://www.dhammatalks.org/suttas/AN/AN4_184.html,AN 4:184,AN 4:184 Abhaya Sutta | Fearless — Four reasons why some people fear death and others don’t.
AN 4:191 Sotānugata Sutta | Followed by Ear,https://www.dhammatalks.org/suttas/AN/AN4_191.html,AN 4:191,AN 4:191 Sotānugata Sutta | Followed by Ear — The rewards of memorizing and contemplating the Dhamma.
AN 4:192 Ṭhāna Sutta | Traits,https://www.dhammatalks.org/suttas/AN/AN4_192.html,AN 4:192,"AN 4:192 Ṭhāna Sutta | Traits — How to know another person’s virtue, purity, endurance, and discernment."
AN 4:194 Sāpuga Sutta | At Sāpuga,https://www.dhammatalks.org/suttas/AN/AN4_194.html,AN 4:194,"AN 4:194 Sāpuga Sutta | At Sāpuga — Ven. Ānanda teaches a large number of Koliyans four factors of exertion: with regard to purity of virtue, purity of mind, purity of discernment, and purity of release."
AN 4:195 Vappa Sutta | To Vappa,https://www.dhammatalks.org/suttas/AN/AN4_195.html,AN 4:195,AN 4:195 Vappa Sutta | To Vappa — Would a person totally free of ignorance face any pain after death?
AN 4:199 Taṇhā Sutta | Craving,https://www.dhammatalks.org/suttas/AN/AN4_199.html,AN 4:199,AN 4:199 Taṇhā Sutta | Craving — 108 craving verbalizations.
AN 4:200 Pema Sutta | Love,https://www.dhammatalks.org/suttas/AN/AN4_200.html,AN 4:200,"AN 4:200 Pema Sutta | Love — Love is not one of the immeasurable mind states. This sutta not only explains why, but also shows how love born of love, aversion born of love, love born of aversion, and aversion born of aversion can be overcome, along with the rewards of overcoming these things."
AN 4:201 Sikkhāpada Sutta | Training Rules,https://www.dhammatalks.org/suttas/AN/AN4_201.html,AN 4:201,"AN 4:201 Sikkhāpada Sutta | Training Rules — It’s bad enough when you break the precepts. It’s even worse when you get others to break them, too. It’s good when you keep the precepts, and even better to encourage others to keep them, too."
AN 4:237 Ariyamagga Sutta | The Noble Path,https://www.dhammatalks.org/suttas/AN/AN4_237.html,AN 4:237,"AN 4:237 Ariyamagga Sutta | The Noble Path — Bright kamma, dark kamma, kamma that is both bright and dark, and kamma that is neither bright nor dark, and that leads to the end of kamma."
AN 4:245 Sikkhā Sutta | Training,https://www.dhammatalks.org/suttas/AN/AN4_245.html,AN 4:245,"AN 4:245 Sikkhā Sutta | Training — “Monks, this holy life is lived with training as a reward, with discernment as its surpassing state, with release as its heartwood, and with mindfulness as its governing principle.”"
AN 4:252 Pariyesanā Sutta | Searches,https://www.dhammatalks.org/suttas/AN/AN4_252.html,AN 4:252,AN 4:252 Pariyesanā Sutta | Searches — Four ignoble searches and four noble searches.
AN 4:255 Kula Sutta | On Families,https://www.dhammatalks.org/suttas/AN/AN4_255.html,AN 4:255,"AN 4:255 Kula Sutta | On Families — Four reasons why some families can hold onto great wealth for a long time, and why other families can’t."
AN 4:263 Araññaka Sutta | A Wilderness Dweller,https://www.dhammatalks.org/suttas/AN/AN4_263.html,AN 4:263,AN 4:263 Araññaka Sutta | A Wilderness Dweller — Four qualities that make a monk fit to dwell in isolated wilderness dwellings.
AN 5:2 Vitthata Sutta (Strengths) | In Detail,https://www.dhammatalks.org/suttas/AN/AN5_2.html,AN 5:2,"AN 5:2 Vitthata Sutta (Strengths) | In Detail — Five strengths for one in training: conviction, a sense of shame, a sense of compunction, persistence, and discernment."
AN 5:7 Kāmesu Sutta | By Sensuality,https://www.dhammatalks.org/suttas/AN/AN5_7.html,AN 5:7,AN 5:7 Kāmesu Sutta | By Sensuality — At what point a monk can be trusted to look after himself.
AN 5:20 Hita Sutta | Benefit,https://www.dhammatalks.org/suttas/AN/AN5_20.html,AN 5:20,AN 5:20 Hita Sutta | Benefit — Five ways of practicing for your own benefit and that of others.
AN 5:23 Upakkilesa Sutta | Defilements,https://www.dhammatalks.org/suttas/AN/AN5_23.html,AN 5:23,"AN 5:23 Upakkilesa Sutta | Defilements — When the mind is freed of hindrances, it’s like gold that has been freed of impurities."
AN 5:25 Anugghita Sutta | Supported,https://www.dhammatalks.org/suttas/AN/AN5_25.html,AN 5:25,AN 5:25 Anugghita Sutta | Supported — Five supports for right view that lead to release.
AN 5:26 Vimutti Sutta | Release,https://www.dhammatalks.org/suttas/AN/AN5_26.html,AN 5:26,AN 5:26 Vimutti Sutta | Release — Five ways to induce an opening to release.
AN 5:27 Samādhi Sutta | (Immeasurable) Concentration,https://www.dhammatalks.org/suttas/AN/AN5_27.html,AN 5:27,AN 5:27 Samādhi Sutta | (Immeasurable) Concentration — Five rewards of practicing immeasurable concentration.
AN 5:28 Samādhaṅga Sutta | The Factors of Concentration,https://www.dhammatalks.org/suttas/AN/AN5_28.html,AN 5:28,AN 5:28 Samādhaṅga Sutta | The Factors of Concentration — Five-factored concentration and the six higher knowledges that it can lead to.
AN 5:29 Caṅkama Sutta | Walking,https://www.dhammatalks.org/suttas/AN/AN5_29.html,AN 5:29,AN 5:29 Caṅkama Sutta | Walking — Five rewards of walking meditation.
AN 5:30 Nāgita Sutta | To Nāgita,https://www.dhammatalks.org/suttas/AN/AN5_30.html,AN 5:30,"AN 5:30 Nāgita Sutta | To Nāgita — In a stern rebuke to Ven. Nāgita, the Buddha explains why he is not attracted to “this slimy-excrement-pleasure, this torpor-pleasure, this pleasure of gains, offerings, & fame.”"
AN 5:31 Sumanā Sutta | To Princess Sumanā,https://www.dhammatalks.org/suttas/AN/AN5_31.html,AN 5:31,"AN 5:31 Sumanā Sutta | To Princess Sumanā — Princess Sumanā asks the Buddha about the different rewards awaiting two people who are equal in terms of conviction, virtue, and discernment, but who differ in that one gives alms and the other doesn’t."
AN 5:34 Sīha Sutta | To General Sīha (On Giving),https://www.dhammatalks.org/suttas/AN/AN5_34.html,AN 5:34,"AN 5:34 Sīha Sutta | To General Sīha (On Giving) — Four rewards of generosity in the here-&-now, and one in the next life."
AN 5:36 Kāladāna Sutta | Seasonable Gifts,https://www.dhammatalks.org/suttas/AN/AN5_36.html,AN 5:36,"AN 5:36 Kāladāna Sutta | Seasonable Gifts — Five seasonable gifts, and the rewards of giving in season—or of assisting with such gifts and/or rejoicing in them."
AN 5:37 Bhojana Sutta | A Meal,https://www.dhammatalks.org/suttas/AN/AN5_37.html,AN 5:37,"AN 5:37 Bhojana Sutta | A Meal — What one gives to another person when giving a meal, and what one receives in return."
AN 5:38 Saddha Sutta | Conviction,https://www.dhammatalks.org/suttas/AN/AN5_38.html,AN 5:38,AN 5:38 Saddha Sutta | Conviction — Five rewards that a layperson receives because of his/her conviction.
AN 5:41 Ādiya Sutta | Benefits to be Obtained (from Wealth),https://www.dhammatalks.org/suttas/AN/AN5_41.html,AN 5:41,"AN 5:41 Ādiya Sutta | Benefits to be Obtained (from Wealth) — Five benefits that can be obtained from wealth such that, if one then loses ones wealth, one feels no remorse."
AN 5:43 Iṭṭha Sutta | What is Welcome,https://www.dhammatalks.org/suttas/AN/AN5_43.html,AN 5:43,"AN 5:43 Iṭṭha Sutta | What is Welcome — If long life, beauty, happiness, status, and rebirth in heaven were to be obtained by reason of prayers or wishes, who here would lack them?"
AN 5:49 Kosala Sutta | The Kosalan,https://www.dhammatalks.org/suttas/AN/AN5_49.html,AN 5:49,"AN 5:49 Kosala Sutta | The Kosalan — After King Pasenadi learns of the death of Queen Mallikā, the Buddha counsels him on how to deal with grief."
AN 5:51 Āvaraṇa Sutta | Obstacles,https://www.dhammatalks.org/suttas/AN/AN5_51.html,AN 5:51,"AN 5:51 Āvaraṇa Sutta | Obstacles — Without abandoning the five hindrances, it’s impossible to understand what is for one’s own benefit, for the benefit of others, or for the benefit of both, or to realize a superior human state."
AN 5:53 Aṅga Sutta | Factors (for Exertion),https://www.dhammatalks.org/suttas/AN/AN5_53.html,AN 5:53,AN 5:53 Aṅga Sutta | Factors (for Exertion) — Physical and mental prerequisites for exerting yourself on the path.
AN 5:57 Upajjhaṭṭhana Sutta | Subjects for Contemplation,https://www.dhammatalks.org/suttas/AN/AN5_57.html,AN 5:57,"AN 5:57 Upajjhaṭṭhana Sutta | Subjects for Contemplation — Five reflections that help one to abandon bad conduct, and that—when further developed—can help give rise to the path. This sutta is the basis for a reflection widely chanted in Theravāda monasteries."
AN 5:59 Dullabha Sutta | Hard to Find (1),https://www.dhammatalks.org/suttas/AN/AN5_59.html,AN 5:59,AN 5:59 Dullabha Sutta | Hard to Find (1) — Five qualities that are hard to find in one who has gone forth when old.
AN 5:60 Dullabha Sutta | Hard to Find (2),https://www.dhammatalks.org/suttas/AN/AN5_60.html,AN 5:60,AN 5:60 Dullabha Sutta | Hard to Find (2) — Another list of five qualities that are hard to find in one who has gone forth when old.
AN 5:73 Dhammavihārin Sutta | Dwelling in the Dhamma (1),https://www.dhammatalks.org/suttas/AN/AN5_73.html,AN 5:73,AN 5:73 Dhammavihārin Sutta | Dwelling in the Dhamma (1) — What it means to have the Dhamma as your home.
AN 5:74 Dhammavihārin Sutta | Dwelling in the Dhamma (2),https://www.dhammatalks.org/suttas/AN/AN5_74.html,AN 5:74,AN 5:74 Dhammavihārin Sutta | Dwelling in the Dhamma (2) — Another explanation of what it means to have the Dhamma as your home.
AN 5:75 Yodhājīva Sutta | The Professional Warrior (1),https://www.dhammatalks.org/suttas/AN/AN5_75.html,AN 5:75,"AN 5:75 Yodhājīva Sutta | The Professional Warrior (1) — The Buddha compares the victorious monk to a victorious warrior. In this analogy, a celibate is not a wimp, but is instead a warrior to the highest degree."
AN 5:76 Yodhājīva Sutta | The Professional Warrior (2),https://www.dhammatalks.org/suttas/AN/AN5_76.html,AN 5:76,AN 5:76 Yodhājīva Sutta | The Professional Warrior (2) — Another sutta in which the Buddha compares the victorious monk to a victorious warrior.
AN 5:77 Anāgata-bhayāni Sutta | Future Dangers (1),https://www.dhammatalks.org/suttas/AN/AN5_77.html,AN 5:77,"AN 5:77 Anāgata-bhayāni Sutta | Future Dangers (1) — This sutta and the three following it are apparently the “future danger” suttas that King Asoka advised monks, nuns, lay men, and lay women to listen to frequently and to ponder so that the True Dhamma will last a long time. This sutta advises reflecting on the dangers of living in the wilderness as a goad to practice."
AN 5:78 Anāgata-bhayāni Sutta | Future Dangers (2),https://www.dhammatalks.org/suttas/AN/AN5_78.html,AN 5:78,"AN 5:78 Anāgata-bhayāni Sutta | Future Dangers (2) — This sutta advises reflecting on the dangers of aging, illness, famine, social unrest, and a split in the Saṅgha as a goad to practice."
AN 5:79 Anāgata-bhayāni Sutta | Future Dangers (3),https://www.dhammatalks.org/suttas/AN/AN5_79.html,AN 5:79,AN 5:79 Anāgata-bhayāni Sutta | Future Dangers (3) — This sutta advises reflecting on the dangers of the future corruption of the Dhamma and Vinaya as a goad to practice.
AN 5:80 Anāgata-bhayāni Sutta | Future Dangers (4),https://www.dhammatalks.org/suttas/AN/AN5_80.html,AN 5:80,AN 5:80 Anāgata-bhayāni Sutta | Future Dangers (4) — This sutta advises reflecting on the dangers of the future luxury of the Saṅgha as a goad to practice.
AN 5:96 Sutadhara Sutta | One Who Retains What He Has Heard,https://www.dhammatalks.org/suttas/AN/AN5_96.html,AN 5:96,AN 5:96 Sutadhara Sutta | One Who Retains What He Has Heard — Five qualities that help a person practicing mindfulness of breathing to gain release.
AN 5:97 Kathā Sutta | Talk,https://www.dhammatalks.org/suttas/AN/AN5_97.html,AN 5:97,AN 5:97 Kathā Sutta | Talk — Another list of five qualities that help a person practicing mindfulness of breathing to gain release.
AN 5:98 Ārañña Sutta | Wilderness,https://www.dhammatalks.org/suttas/AN/AN5_98.html,AN 5:98,AN 5:98 Ārañña Sutta | Wilderness — Another list of five qualities that help a person practicing mindfulness of breathing to gain release.
AN 5:99 Sīha Sutta | The Lion,https://www.dhammatalks.org/suttas/AN/AN5_99.html,AN 5:99,AN 5:99 Sīha Sutta | The Lion — The Buddha teaches the Dhamma with the same care that a lion uses in giving a blow.
AN 5:106 Phāsu Sutta | Comfortably,https://www.dhammatalks.org/suttas/AN/AN5_106.html,AN 5:106,AN 5:106 Phāsu Sutta | Comfortably — How can a monk live peacefully in a community of monks?
AN 5:109 Catuddisa Sutta | [A Monk] of the Four Directions,https://www.dhammatalks.org/suttas/AN/AN5_109.html,AN 5:109,AN 5:109 Catuddisa Sutta | [A Monk] of the Four Directions — How to be at home everywhere.
AN 5:110 Arañña Sutta | Wilderness,https://www.dhammatalks.org/suttas/AN/AN5_110.html,AN 5:110,AN 5:110 Arañña Sutta | Wilderness — The qualities needed for living in isolation in the wilderness.
AN 5:114 Andhakavinda Sutta | At Andhakavinda,https://www.dhammatalks.org/suttas/AN/AN5_114.html,AN 5:114,AN 5:114 Andhakavinda Sutta | At Andhakavinda — Newly ordained monks should be encouraged to develop these five qualities.
AN 5:121 Gilāna Sutta | To One Who Is Sick,https://www.dhammatalks.org/suttas/AN/AN5_121.html,AN 5:121,"AN 5:121 Gilāna Sutta | To One Who Is Sick — Five perceptions that, when held to, help a weak or sickly monk to gain full release."
AN 5:129 Parikuppa Sutta | In Agony,https://www.dhammatalks.org/suttas/AN/AN5_129.html,AN 5:129,AN 5:129 Parikuppa Sutta | In Agony — Five grave deeds that are said to prevent one’s chances of attaining any of the noble attainments in this lifetime. People who commit them fall—immediately at the moment of death—into hell.
AN 5:130 Sampadā Sutta | Being Consummate,https://www.dhammatalks.org/suttas/AN/AN5_130.html,AN 5:130,"AN 5:130 Sampadā Sutta | Being Consummate — Five kinds of loss, two serious and three not so serious. This sutta serves as a strong reminder not to break the precepts even for the sake of people or things you hold dear."
AN 5:137 Appaṁ Supati Sutta | One Sleeps Little,https://www.dhammatalks.org/suttas/AN/AN5_137.html,AN 5:137,AN 5:137 Appaṁ Supati Sutta | One Sleeps Little — Five people who get little sleep at night.
AN 5:139 Akkhama Sutta | Not Resilient,https://www.dhammatalks.org/suttas/AN/AN5_139.html,AN 5:139,AN 5:139 Akkhama Sutta | Not Resilient — Five qualities in a monk compared to five parallel qualities in an elephant gone into battle.
AN 5:140 Sotar Sutta | The Listener,https://www.dhammatalks.org/suttas/AN/AN5_140.html,AN 5:140,AN 5:140 Sotar Sutta | The Listener — Another list of five qualities in a monk compared to five parallel qualities in an elephant gone into battle.
AN 5:148 Sappurisadāna Sutta | A Person of Integrity’s Gifts,https://www.dhammatalks.org/suttas/AN/AN5_148.html,AN 5:148,"AN 5:148 Sappurisadāna Sutta | A Person of Integrity’s Gifts — Five qualities of a gift made by a person on integrity—giving with a sense of conviction, attentively, in season, with an empathetic heart, and without adversely affecting oneself or others—and the rewards of giving in these ways."
AN 5:151 Saddhamma-niyāma Sutta | Assuredness in the True Dhamma (1),https://www.dhammatalks.org/suttas/AN/AN5_151.html,AN 5:151,AN 5:151 Saddhamma-niyāma Sutta | Assuredness in the True Dhamma (1) — Five ways of listening to a Dhamma talk that will determine whether you can alight on the True Dhamma while listening.
AN 5:152 Saddhamma-niyāma Sutta | Assuredness in the True Dhamma (2),https://www.dhammatalks.org/suttas/AN/AN5_152.html,AN 5:152,AN 5:152 Saddhamma-niyāma Sutta | Assuredness in the True Dhamma (2) — Another list of five ways of listening to a Dhamma talk that will determine whether you can alight on the True Dhamma while listening.
AN 5:159 Udāyin Sutta | About Udāyin (On Teaching the Dhamma),https://www.dhammatalks.org/suttas/AN/AN5_159.html,AN 5:159,AN 5:159 Udāyin Sutta | About Udāyin (On Teaching the Dhamma) — Five attitudes that should be established in a person teaching the Dhamma.
AN 5:161 Āghatāvinaya Sutta | The Subduing of Hatred (1),https://www.dhammatalks.org/suttas/AN/AN5_161.html,AN 5:161,AN 5:161 Āghatāvinaya Sutta | The Subduing of Hatred (1) — Five reflections that help to subdue hatred.
AN 5:162 Āghātavinaya Sutta | The Subduing of Hatred (2),https://www.dhammatalks.org/suttas/AN/AN5_162.html,AN 5:162,AN 5:162 Āghātavinaya Sutta | The Subduing of Hatred (2) — Another list of five reflections for subduing hatred.
